,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobSatisfaction,MaritalStatus,TravelTime,email
771,54,No,1082,Sales,2,4,Life Sciences,1070,Female,41,3,3,Married,3.2,t3qkv0i1@example.com
772,56,No,1240,Research & Development,9,3,Medical,1071,Female,63,1,3,Married,3.2,wecsans3@example.com
773,36,No,796,Research & Development,12,5,Medical,1073,Female,51,3,4,Single,3.2,jchzn84p@example.com
774,55,No,444,Research & Development,2,1,Medical,1074,Male,40,4,1,Single,3.21,hn5hgrnz@example.com
775,43,No,415,Sales,25,3,Medical,1076,Male,79,3,4,Divorced,3.21,colhygbu@example.com
776,20,Yes,769,Sales,9,3,Marketing,1077,Female,54,1,4,Single,3.21,3aizz6op@example.com
777,21,Yes,1334,Research & Development,10,3,Life Sciences,1079,Female,36,1,1,Single,3.21,6bwqb8nn@example.com
778,46,No,1003,Research & Development,8,4,Life Sciences,1080,Female,74,2,1,Divorced,3.22,7anbsdnz@example.com
779,51,Yes,1323,Research & Development,4,4,Life Sciences,1081,Male,34,1,3,Married,3.22,ry6toxui@example.com
780,28,Yes,1366,Research & Development,24,2,Technical Degree,1082,Male,72,3,1,Single,3.22,rt3aqeqa@example.com
781,26,No,192,Research & Development,1,2,Medical,1083,Male,59,1,1,Married,3.22,kibydg4g@example.com
782,30,No,1176,Research & Development,20,3,Other,1084,Male,85,2,1,Married,3.22,r7cysfxu@example.com
783,41,No,509,Research & Development,7,2,Technical Degree,1085,Female,43,1,3,Married,3.23,wj7gkakj@example.com
784,38,No,330,Research & Development,17,1,Life Sciences,1088,Female,65,3,3,Married,3.23,qmkafi6s@example.com
785,40,No,1492,Research & Development,20,4,Technical Degree,1092,Male,61,3,4,Married,3.23,bauz6ra4@example.com
786,27,No,1277,Research & Development,8,5,Life Sciences,1094,Male,87,1,3,Married,3.23,l31m5ko5@example.com
787,55,No,1091,Research & Development,2,1,Life Sciences,1096,Male,65,3,2,Married,3.23,2gb8zutv@example.com
788,28,No,857,Research & Development,10,3,Other,1097,Female,59,2,3,Single,3.24,aifggv1q@example.com
789,44,Yes,1376,Human Resources,1,2,Medical,1098,Male,91,3,1,Married,3.24,fi4pee61@example.com
790,33,No,654,Research & Development,5,3,Life Sciences,1099,Male,34,3,4,Divorced,3.24,2z9rllmy@example.com
791,35,Yes,1204,Sales,4,3,Technical Degree,1100,Male,86,3,1,Single,3.24,715xyxpz@example.com
792,33,Yes,827,Research & Development,29,4,Medical,1101,Female,54,2,3,Single,3.24,4044z387@example.com
793,28,No,895,Research & Development,15,2,Life Sciences,1102,Male,50,1,3,Divorced,3.25,whq6m81o@example.com
794,34,No,618,Research & Development,3,1,Life Sciences,1103,Male,45,2,4,Single,3.25,5uquvr52@example.com
795,37,No,309,Sales,10,4,Life Sciences,1105,Female,88,2,4,Divorced,3.25,afls19sn@example.com
796,25,Yes,1219,Research & Development,4,1,Technical Degree,1106,Male,32,1,4,Married,3.25,x6lizudi@example.com
797,26,Yes,1330,Research & Development,21,3,Medical,1107,Male,37,1,3,Divorced,3.25,4v46l7ym@example.com
798,33,Yes,1017,Research & Development,25,3,Medical,1108,Male,55,1,2,Single,3.26,7huzcidt@example.com
799,42,No,469,Research & Development,2,2,Medical,1109,Male,35,4,1,Married,3.26,6ltlj08n@example.com
800,28,Yes,1009,Research & Development,1,3,Medical,1111,Male,45,1,2,Divorced,3.26,23uxhamg@example.com
801,50,Yes,959,Sales,1,4,Other,1113,Male,81,2,3,Single,3.26,nusv442w@example.com
802,33,No,970,Sales,7,3,Life Sciences,1114,Female,30,2,2,Married,3.27,0ts6pcoa@example.com
803,34,No,697,Research & Development,3,4,Life Sciences,1115,Male,40,1,4,Married,3.27,nnk0bow0@example.com
804,48,No,1262,Research & Development,1,4,Medical,1116,Male,35,4,4,Single,3.27,m8n0bki6@example.com
805,45,No,1050,Sales,9,4,Life Sciences,1117,Female,65,2,3,Married,3.27,fgc0wh54@example.com
806,52,No,994,Research & Development,7,4,Life Sciences,1118,Male,87,3,2,Single,3.27,cjpxrmic@example.com
807,38,No,770,Sales,10,4,Marketing,1119,Male,73,3,3,Divorced,3.28,nq4rfvyh@example.com
808,29,No,1107,Research & Development,28,4,Life Sciences,1120,Female,93,1,4,Divorced,3.28,0ovqspjd@example.com
809,28,No,950,Research & Development,3,3,Medical,1121,Female,93,3,2,Divorced,3.28,dcp41dxy@example.com
810,46,No,406,Sales,3,1,Marketing,1124,Male,52,4,3,Married,3.28,nwb795h7@example.com
811,38,No,130,Sales,2,2,Marketing,1125,Male,32,3,2,Single,3.28,qf4di0zl@example.com
812,43,No,1082,Research & Development,27,3,Life Sciences,1126,Female,83,3,1,Married,3.29,zucz90ae@example.com
813,39,Yes,203,Research & Development,2,3,Life Sciences,1127,Male,84,4,4,Divorced,3.29,lk3gwxkg@example.com
814,40,No,1308,Research & Development,14,3,Medical,1128,Male,44,5,3,Single,3.29,cmora0sk@example.com
815,21,No,984,Research & Development,1,1,Technical Degree,1131,Female,70,1,2,Single,3.29,4q0tox24@example.com
816,39,No,439,Research & Development,9,3,Life Sciences,1132,Male,70,2,2,Single,3.29,6lwbw5tt@example.com
817,36,No,217,Research & Development,18,4,Life Sciences,1133,Male,78,2,4,Single,3.3,xctmbge2@example.com
818,31,No,793,Sales,20,3,Life Sciences,1135,Male,67,1,4,Married,3.3,95ky1vsa@example.com
819,28,No,1451,Research & Development,2,1,Life Sciences,1136,Male,67,1,2,Married,3.3,r02d6urt@example.com
820,35,No,1182,Sales,11,2,Marketing,1137,Male,54,2,4,Divorced,3.3,2gcr2yhb@example.com
821,49,No,174,Sales,8,4,Technical Degree,1138,Male,56,4,2,Married,3.3,ou19s6yw@example.com
822,34,No,1003,Research & Development,2,2,Life Sciences,1140,Male,95,2,3,Single,3.31,2knyql95@example.com
823,29,No,490,Research & Development,10,3,Life Sciences,1143,Female,61,1,2,Divorced,3.31,cmtxm2uw@example.com
824,42,No,188,Research & Development,29,3,Medical,1148,Male,56,2,4,Single,3.31,yx9glydb@example.com
825,29,No,718,Research & Development,8,1,Medical,1150,Male,79,2,4,Married,3.31,xxmy1x3d@example.com
826,38,No,433,Human Resources,1,3,Human Resources,1152,Male,37,1,3,Married,3.31,0bv5pwou@example.com
827,28,No,773,Research & Development,6,3,Life Sciences,1154,Male,39,1,3,Divorced,3.32,6mpmovvh@example.com
828,18,Yes,247,Research & Development,8,1,Medical,1156,Male,80,1,3,Single,3.32,j3ntqrvg@example.com
829,33,Yes,603,Sales,9,4,Marketing,1157,Female,77,2,1,Single,3.32,wmtprbrc@example.com
830,41,No,167,Research & Development,12,4,Life Sciences,1158,Male,46,1,4,Married,3.32,uf6tusx4@example.com
831,31,Yes,874,Research & Development,15,3,Medical,1160,Male,72,1,3,Married,3.33,dypu24dc@example.com
832,37,No,367,Research & Development,25,2,Medical,1161,Female,52,2,4,Divorced,3.33,6oik5k1m@example.com
833,27,No,199,Research & Development,6,3,Life Sciences,1162,Male,55,1,3,Married,3.33,1g398qyx@example.com
834,34,No,1400,Sales,9,1,Life Sciences,1163,Female,70,2,3,Married,3.33,nk8qwpoz@example.com
835,35,No,528,Human Resources,8,4,Technical Degree,1164,Male,100,1,3,Single,3.33,6a1rmq3e@example.com
836,29,Yes,408,Sales,23,1,Life Sciences,1165,Female,45,3,1,Married,3.34,p7031o9y@example.com
837,40,No,593,Research & Development,9,4,Medical,1166,Female,88,3,3,Single,3.34,qwe254uq@example.com
838,42,Yes,481,Sales,12,3,Life Sciences,1167,Male,44,4,1,Single,3.34,uxawojan@example.com
839,42,No,647,Sales,4,4,Marketing,1171,Male,45,2,1,Single,3.34,kr45p3uf@example.com
840,35,No,982,Research & Development,1,4,Medical,1172,Male,58,1,3,Married,3.34,k2syzq16@example.com
841,24,No,477,Research & Development,24,3,Medical,1173,Male,49,1,2,Single,3.35,vfyak4nm@example.com
842,28,Yes,1485,Research & Development,12,1,Life Sciences,1175,Female,79,1,4,Married,3.35,l7gw2p1b@example.com
843,26,No,1384,Research & Development,3,4,Medical,1177,Male,82,1,4,Married,3.35,2nmuezwq@example.com
844,30,No,852,Sales,10,3,Marketing,1179,Male,72,2,3,Married,3.35,zy4ldie7@example.com
845,40,No,902,Research & Development,26,2,Medical,1180,Female,92,2,4,Married,3.35,rlin1aas@example.com
846,35,No,819,Research & Development,2,3,Life Sciences,1182,Male,44,3,2,Divorced,3.36,u3eiel3l@example.com
847,34,No,669,Research & Development,1,3,Medical,1184,Male,97,2,1,Single,3.36,5s64k7qs@example.com
848,35,No,636,Research & Development,4,4,Other,1185,Male,47,1,4,Married,3.36,b8taz8bv@example.com
849,43,Yes,1372,Sales,9,3,Marketing,1188,Female,85,2,3,Single,3.36,lkhvdzub@example.com
850,32,No,862,Sales,2,1,Life Sciences,1190,Female,76,1,1,Divorced,3.36,m1vsmbcw@example.com
851,56,No,718,Research & Development,4,4,Technical Degree,1191,Female,92,5,1,Divorced,3.37,jzwhy0sk@example.com
852,29,No,1401,Research & Development,6,1,Medical,1192,Female,54,1,4,Married,3.37,v0t9pm5f@example.com
853,19,No,645,Research & Development,9,2,Life Sciences,1193,Male,54,1,1,Single,3.37,g61kycij@example.com
854,45,No,1457,Research & Development,7,3,Medical,1195,Female,83,1,3,Married,3.37,h5ltlq7x@example.com
855,37,No,977,Research & Development,1,3,Life Sciences,1196,Female,56,2,4,Married,3.38,rvuhz1lf@example.com
856,20,No,805,Research & Development,3,3,Life Sciences,1198,Male,87,1,3,Single,3.38,uftktca3@example.com
857,44,Yes,1097,Research & Development,10,4,Life Sciences,1200,Male,96,1,3,Single,3.38,frcv5845@example.com
858,53,No,1223,Research & Development,7,2,Medical,1201,Female,50,5,3,Divorced,3.38,hv2nsb9n@example.com
859,29,No,942,Research & Development,15,1,Life Sciences,1202,Female,69,1,4,Married,3.38,ov1jx22y@example.com
860,22,Yes,1256,Research & Development,3,4,Life Sciences,1203,Male,48,1,4,Married,3.39,fkk1z3sz@example.com
861,46,No,1402,Sales,2,3,Marketing,1204,Female,69,4,1,Married,3.39,8l4xhpib@example.com
862,44,No,111,Research & Development,17,3,Life Sciences,1206,Male,74,1,3,Single,3.39,umdt8fii@example.com
863,33,No,147,Human Resources,2,3,Human Resources,1207,Male,99,1,3,Married,3.39,pgwm9rgc@example.com
864,41,Yes,906,Research & Development,5,2,Life Sciences,1210,Male,95,1,1,Divorced,3.39,q5nddk8c@example.com
865,30,No,1329,Sales,29,4,Life Sciences,1211,Male,61,2,1,Divorced,3.4,ec4xv3gc@example.com
866,40,No,1184,Sales,2,4,Medical,1212,Male,62,2,2,Married,3.4,ddjml6so@example.com
867,50,No,1421,Research & Development,2,3,Medical,1215,Female,30,4,1,Married,3.4,t6rgf7ty@example.com
868,28,No,1179,Research & Development,19,4,Medical,1216,Male,78,1,1,Married,3.4,z95c03u2@example.com
869,46,No,1450,Research & Development,15,2,Life Sciences,1217,Male,52,5,2,Married,3.4,gyrbr741@example.com
870,35,No,1361,Sales,17,4,Life Sciences,1218,Male,94,2,1,Married,3.41,ti38u3z7@example.com
871,24,Yes,984,Research & Development,17,2,Life Sciences,1219,Female,97,1,2,Married,3.41,6xr6nbls@example.com
872,33,No,1146,Sales,25,3,Medical,1220,Female,82,2,3,Married,3.41,6b975ed7@example.com
873,36,No,917,Research & Development,6,4,Life Sciences,1221,Male,60,1,3,Divorced,3.41,12nwh2iq@example.com
874,30,No,853,Research & Development,7,4,Life Sciences,1224,Male,49,2,3,Divorced,3.41,tssumxjt@example.com
875,44,No,200,Research & Development,29,4,Other,1225,Male,32,2,4,Single,3.42,gs40bv60@example.com
876,20,No,654,Sales,21,3,Marketing,1226,Male,43,1,4,Single,3.42,tia6m8xs@example.com
877,46,No,150,Research & Development,2,4,Technical Degree,1228,Male,60,2,4,Divorced,3.42,tjfuazhs@example.com
878,42,No,179,Human Resources,2,5,Medical,1231,Male,79,2,1,Married,3.42,6nqnoj1x@example.com
879,60,No,696,Sales,7,4,Marketing,1233,Male,52,2,4,Divorced,3.43,1axdvsso@example.com
880,32,No,116,Research & Development,13,3,Other,1234,Female,77,1,2,Married,3.43,ee0dlq67@example.com
881,32,No,1316,Research & Development,2,2,Life Sciences,1235,Female,38,2,3,Single,3.43,n45l1qbq@example.com
882,36,No,363,Research & Development,1,3,Technical Degree,1237,Female,77,3,1,Divorced,3.43,3f5cfym5@example.com
883,33,No,117,Research & Development,9,3,Medical,1238,Male,60,1,4,Married,3.43,79110mjh@example.com
884,40,No,107,Sales,10,3,Technical Degree,1239,Female,84,2,2,Divorced,3.44,o3zh2kgq@example.com
885,25,No,1356,Sales,10,4,Life Sciences,1240,Male,57,2,4,Single,3.44,yivk00nj@example.com
886,30,No,1465,Research & Development,1,3,Medical,1241,Male,63,1,2,Married,3.44,bg7h1c08@example.com
887,42,No,458,Research & Development,26,5,Medical,1242,Female,60,3,1,Married,3.44,csux9arc@example.com
888,35,No,1212,Sales,8,2,Marketing,1243,Female,78,3,4,Married,3.44,qxyaernk@example.com
889,27,No,1103,Research & Development,14,3,Life Sciences,1244,Male,42,1,1,Married,3.45,1rtj2t8f@example.com
890,54,No,966,Research & Development,1,4,Life Sciences,1245,Female,53,3,3,Divorced,3.45,ey9y3dcs@example.com
891,44,No,1117,Research & Development,2,1,Life Sciences,1246,Female,72,1,4,Married,3.45,8juoz5og@example.com
892,19,Yes,504,Research & Development,10,3,Medical,1248,Female,96,1,2,Single,3.45,7utxnqg8@example.com
893,29,No,1010,Research & Development,1,3,Life Sciences,1249,Female,97,1,4,Divorced,3.45,ndm1hd9s@example.com
894,54,No,685,Research & Development,3,3,Life Sciences,1250,Male,85,4,4,Married,3.46,czxfyzsa@example.com
895,31,No,1332,Research & Development,11,2,Medical,1251,Male,80,2,1,Married,3.46,ycpmx36k@example.com
896,31,No,1062,Research & Development,24,3,Medical,1252,Female,96,2,1,Single,3.46,5fjh47bi@example.com
897,59,No,326,Sales,3,3,Life Sciences,1254,Female,48,2,4,Single,3.46,2ecl69g5@example.com
898,43,No,920,Research & Development,3,3,Life Sciences,1255,Male,96,5,4,Married,3.46,r4w8b41e@example.com
899,49,No,1098,Research & Development,4,2,Medical,1256,Male,85,5,3,Married,3.47,9gutwq50@example.com
900,36,No,469,Research & Development,3,3,Technical Degree,1257,Male,46,1,2,Married,3.47,zuan3fl9@example.com
901,48,No,969,Research & Development,2,2,Technical Degree,1258,Male,76,1,2,Single,3.47,dfw3zg32@example.com
902,27,No,1167,Research & Development,4,2,Life Sciences,1259,Male,76,1,3,Divorced,3.47,ci0sgh84@example.com
903,29,No,1329,Research & Development,7,3,Life Sciences,1260,Male,82,2,4,Divorced,3.47,a6kzdvzy@example.com
904,48,No,715,Research & Development,1,3,Life Sciences,1263,Male,76,5,4,Single,3.48,rros162a@example.com
905,29,No,694,Research & Development,1,3,Life Sciences,1264,Female,87,4,4,Divorced,3.48,alnmpm41@example.com
906,34,No,1320,Research & Development,20,3,Technical Degree,1265,Female,89,1,3,Married,3.48,jts2z2lw@example.com
907,44,No,1099,Sales,5,3,Marketing,1267,Male,88,5,2,Married,3.48,bk2ha4n3@example.com
908,33,No,536,Sales,10,5,Marketing,1268,Male,82,3,3,Divorced,3.49,gil7hgkv@example.com
909,19,No,265,Research & Development,25,3,Life Sciences,1269,Female,57,1,4,Single,3.49,jsay819a@example.com
910,23,No,373,Research & Development,1,2,Life Sciences,1270,Male,47,1,3,Married,3.49,6lltkimk@example.com
911,25,Yes,599,Sales,24,1,Life Sciences,1273,Male,73,1,4,Single,3.49,d50ku3xq@example.com
912,26,No,583,Research & Development,4,2,Life Sciences,1275,Male,53,1,4,Single,3.49,rtapkzur@example.com
913,45,Yes,1449,Sales,2,3,Marketing,1277,Female,94,5,2,Single,3.5,dwy0jemv@example.com
914,55,No,177,Research & Development,8,1,Medical,1278,Male,37,4,2,Divorced,3.5,fnt6a3rx@example.com
915,21,Yes,251,Research & Development,10,2,Life Sciences,1279,Female,45,1,3,Single,3.5,pfjbgp2a@example.com
916,46,No,168,Sales,4,2,Marketing,1280,Female,33,5,2,Married,3.5,06e21sl9@example.com
917,34,No,131,Sales,2,3,Marketing,1281,Female,86,2,1,Single,3.5,zjzrbma1@example.com
918,51,No,237,Sales,9,3,Life Sciences,1282,Male,83,5,2,Divorced,3.51,gf4xlxso@example.com
919,59,No,1429,Research & Development,18,4,Medical,1283,Male,67,3,4,Single,3.51,wffh6dc7@example.com
920,34,No,135,Research & Development,19,3,Medical,1285,Female,46,2,2,Divorced,3.51,ze3ij36v@example.com
921,28,No,791,Research & Development,1,4,Medical,1286,Male,44,1,3,Single,3.51,3h5b950o@example.com
922,44,No,1199,Research & Development,4,2,Life Sciences,1288,Male,92,5,1,Divorced,3.51,8bi4bv9s@example.com
923,34,No,648,Human Resources,11,3,Life Sciences,1289,Male,56,2,2,Married,3.52,0dwx4swj@example.com
924,35,No,735,Research & Development,6,1,Life Sciences,1291,Male,66,1,3,Married,3.52,e15h5ril@example.com
925,42,No,603,Research & Development,7,4,Medical,1292,Female,78,2,2,Married,3.52,co8qyo68@example.com
926,43,No,531,Sales,4,4,Marketing,1293,Female,56,3,4,Single,3.52,3dna8xqp@example.com
927,36,No,429,Research & Development,2,4,Life Sciences,1294,Female,53,2,2,Single,3.52,srctgfih@example.com
928,44,Yes,621,Research & Development,15,3,Medical,1295,Female,73,3,4,Married,3.53,emsnppjw@example.com
929,28,No,193,Research & Development,2,3,Life Sciences,1296,Male,52,1,4,Married,3.53,6fg4thay@example.com
930,51,No,968,Research & Development,6,2,Medical,1297,Female,40,1,3,Single,3.53,fgbux44l@example.com
931,30,No,879,Research & Development,9,2,Medical,1298,Female,72,2,3,Single,3.53,bcrdxuln@example.com
932,29,Yes,806,Research & Development,7,3,Technical Degree,1299,Female,39,1,3,Divorced,3.54,ypu0fxfe@example.com
933,28,No,640,Research & Development,1,3,Technical Degree,1301,Male,84,1,1,Single,3.54,0nqp5b71@example.com
934,25,No,266,Research & Development,1,3,Medical,1303,Female,40,1,2,Single,3.54,rhmzyk97@example.com
935,32,No,604,Sales,8,3,Medical,1304,Male,56,2,4,Married,3.54,evy5u5z6@example.com
936,45,No,364,Research & Development,25,3,Medical,1306,Female,83,5,2,Single,3.54,ylubr7uj@example.com
937,39,No,412,Research & Development,13,4,Medical,1307,Female,94,4,2,Divorced,3.55,oqefcila@example.com
938,58,No,848,Research & Development,23,4,Life Sciences,1308,Male,88,1,3,Divorced,3.55,8r6f5nbg@example.com
939,32,Yes,1089,Research & Development,7,2,Life Sciences,1309,Male,79,2,3,Married,3.55,h8hp681m@example.com
940,39,Yes,360,Research & Development,23,3,Medical,1310,Male,93,1,1,Single,3.55,dwe735q9@example.com
941,30,No,1138,Research & Development,6,3,Technical Degree,1311,Female,48,2,4,Married,3.55,kfrypkct@example.com
942,36,No,325,Research & Development,10,4,Technical Degree,1312,Female,63,3,3,Married,3.56,crx60v6z@example.com
943,46,No,991,Human Resources,1,2,Life Sciences,1314,Female,44,1,1,Single,3.56,ucps5l40@example.com
944,28,No,1476,Research & Development,1,3,Life Sciences,1315,Female,55,2,4,Married,3.56,rv95pk8k@example.com
945,50,No,1322,Research & Development,28,3,Life Sciences,1317,Female,43,4,1,Married,3.56,yexltrx8@example.com
946,40,Yes,299,Sales,25,4,Marketing,1318,Male,57,3,2,Single,3.56,tm97dtw7@example.com
947,52,Yes,1030,Sales,5,3,Life Sciences,1319,Male,64,3,2,Single,3.57,x40cv9yz@example.com
948,30,No,634,Research & Development,17,4,Medical,1321,Female,95,3,1,Married,3.57,dl8pemuv@example.com
949,39,No,524,Research & Development,18,2,Life Sciences,1322,Male,32,2,3,Single,3.57,4risg6ta@example.com
950,31,No,587,Sales,2,4,Life Sciences,1324,Female,57,3,3,Divorced,3.57,kfk9uxjf@example.com
951,41,No,256,Sales,10,2,Medical,1329,Male,40,2,2,Single,3.57,zmqe0t4q@example.com
952,31,Yes,1060,Sales,1,3,Life Sciences,1331,Female,54,1,2,Single,3.58,l1nam1cr@example.com
953,44,Yes,935,Research & Development,3,3,Life Sciences,1333,Male,89,1,1,Married,3.58,wiysvusx@example.com
954,42,No,495,Research & Development,2,1,Life Sciences,1334,Male,37,4,3,Married,3.58,d3o8z0lf@example.com
955,55,No,282,Research & Development,2,2,Medical,1336,Female,58,5,3,Married,3.58,uga59x5w@example.com
956,56,No,206,Human Resources,8,4,Life Sciences,1338,Male,99,5,2,Single,3.58,x26x0gdg@example.com
957,40,No,458,Research & Development,16,2,Life Sciences,1340,Male,74,1,3,Divorced,3.59,imjnuvi3@example.com
958,34,No,943,Research & Development,9,3,Life Sciences,1344,Male,86,3,4,Divorced,3.59,bl88n09h@example.com
959,40,No,523,Research & Development,2,3,Life Sciences,1346,Male,98,2,4,Single,3.59,oq7diieo@example.com
960,41,No,1018,Sales,1,3,Marketing,1349,Female,66,2,1,Divorced,3.59,gjm8h0y3@example.com
961,35,No,482,Research & Development,4,4,Life Sciences,1350,Male,87,2,3,Single,3.6,mpo4fi32@example.com
962,51,No,770,Human Resources,5,3,Life Sciences,1352,Male,84,4,2,Divorced,3.6,sz7q7ddu@example.com
963,38,No,1009,Sales,2,2,Life Sciences,1355,Female,31,2,1,Divorced,3.6,ez8os1q9@example.com
964,34,No,507,Sales,15,2,Medical,1356,Female,66,2,1,Single,3.6,3ol9bw41@example.com
965,25,No,882,Research & Development,19,1,Medical,1358,Male,67,1,4,Married,3.6,w6ptuqxc@example.com
966,58,Yes,601,Research & Development,7,4,Medical,1360,Female,53,3,1,Married,3.61,g1wvlc9i@example.com
967,40,No,329,Research & Development,1,4,Life Sciences,1361,Male,88,1,2,Married,3.61,tjo3zncz@example.com
968,36,No,607,Sales,7,3,Marketing,1362,Female,83,2,1,Married,3.61,yws6wgd0@example.com
969,48,No,855,Research & Development,4,3,Life Sciences,1363,Male,54,3,4,Single,3.61,x4c2sqrp@example.com
970,27,No,1291,Sales,11,3,Medical,1364,Female,98,1,4,Married,3.61,fl83ic6b@example.com
971,51,No,1405,Research & Development,11,2,Technical Degree,1367,Female,82,4,2,Single,3.62,su1egagb@example.com
972,18,No,1124,Research & Development,1,3,Life Sciences,1368,Female,97,1,4,Single,3.62,ogvvt3dq@example.com
973,35,No,817,Research & Development,1,3,Medical,1369,Female,60,2,4,Married,3.62,82antwd1@example.com
974,27,No,793,Sales,2,1,Life Sciences,1371,Male,43,2,4,Single,3.62,5fy4ilia@example.com
975,55,Yes,267,Sales,13,4,Marketing,1372,Male,85,4,3,Single,3.62,ns87pian@example.com
976,56,No,1369,Research & Development,23,3,Life Sciences,1373,Male,68,4,2,Married,3.63,sqd0f4wg@example.com
977,34,No,999,Research & Development,26,1,Technical Degree,1374,Female,92,1,3,Divorced,3.63,9ri7begp@example.com
978,40,No,1202,Research & Development,2,1,Medical,1375,Female,89,2,3,Divorced,3.63,9l0nhev9@example.com
979,34,No,285,Research & Development,29,3,Medical,1377,Male,86,2,3,Married,3.63,so1u5oit@example.com
980,31,Yes,703,Sales,2,3,Life Sciences,1379,Female,90,1,4,Single,3.63,gy9mopmg@example.com
981,35,Yes,662,Sales,18,4,Marketing,1380,Female,67,2,3,Married,3.64,39wh3w95@example.com
982,38,No,693,Research & Development,7,3,Life Sciences,1382,Male,57,1,3,Divorced,3.64,u9jmarme@example.com
983,34,No,404,Research & Development,2,4,Technical Degree,1383,Female,98,2,4,Single,3.64,gg4lqgdu@example.com
984,28,No,736,Sales,26,3,Life Sciences,1387,Male,48,2,1,Married,3.64,kl4tpat1@example.com
985,31,Yes,330,Research & Development,22,4,Medical,1389,Male,98,2,3,Married,3.65,km8qjprs@example.com
986,39,No,1498,Sales,21,4,Life Sciences,1390,Male,44,2,4,Married,3.65,64tg1l9x@example.com
987,51,No,541,Sales,2,3,Marketing,1391,Male,52,3,2,Married,3.65,m0dajnfv@example.com
988,41,No,1200,Research & Development,22,3,Life Sciences,1392,Female,75,2,4,Divorced,3.65,wj74zg79@example.com
989,37,No,1439,Research & Development,4,1,Life Sciences,1394,Male,54,1,3,Married,3.65,tbim6bzs@example.com
990,33,No,1111,Sales,5,1,Life Sciences,1395,Male,61,2,4,Married,3.66,ikisqoo5@example.com
991,32,No,499,Sales,2,1,Marketing,1396,Male,36,2,2,Married,3.66,81o958ed@example.com
992,39,No,1485,Research & Development,25,2,Life Sciences,1397,Male,71,3,3,Married,3.66,gmjdj2oq@example.com
993,25,No,1372,Sales,18,1,Life Sciences,1399,Male,93,2,3,Married,3.66,trlu4fwk@example.com
994,52,No,322,Research & Development,28,2,Medical,1401,Female,59,4,3,Married,3.66,16coquf5@example.com
995,43,No,930,Research & Development,6,3,Medical,1402,Female,73,2,3,Single,3.67,xpqxmncm@example.com
996,27,No,205,Sales,10,3,Marketing,1403,Female,98,2,4,Married,3.67,r05o9s70@example.com
997,27,Yes,135,Research & Development,17,4,Life Sciences,1405,Female,51,1,3,Single,3.67,zk4200wt@example.com
998,26,No,683,Research & Development,2,1,Medical,1407,Male,36,1,4,Single,3.67,o0lyer6g@example.com
999,42,No,1147,Human Resources,10,3,Human Resources,1408,Female,31,4,1,Married,3.67,b2ahrntu@example.com
1000,52,No,258,Research & Development,8,4,Other,1409,Female,54,1,1,Married,3.68,1spcc3y4@example.com
1001,37,No,1462,Research & Development,11,3,Medical,1411,Female,94,1,3,Single,3.68,24oji4lx@example.com
1002,35,No,200,Research & Development,18,2,Life Sciences,1412,Male,60,3,4,Single,3.68,vuzb687l@example.com
1003,25,No,949,Research & Development,1,3,Technical Degree,1415,Male,81,1,4,Married,3.68,les7v07d@example.com
1004,26,No,652,Research & Development,7,3,Other,1417,Male,100,1,1,Single,3.68,fu6lbqg5@example.com
1005,29,No,332,Human Resources,17,3,Other,1419,Male,51,3,1,Single,3.69,tm5tz8mq@example.com
1006,49,Yes,1475,Research & Development,28,2,Life Sciences,1420,Male,97,2,1,Single,3.69,2vvtqrrq@example.com
1007,29,Yes,337,Research & Development,14,1,Other,1421,Female,84,3,4,Single,3.69,jhjld36t@example.com
1008,54,No,971,Research & Development,1,3,Medical,1422,Female,54,4,4,Single,3.69,8ltsxwmv@example.com
1009,58,No,1055,Research & Development,1,3,Medical,1423,Female,76,5,1,Married,3.69,0pj7bd32@example.com
1010,55,No,1136,Research & Development,1,4,Medical,1424,Male,81,4,4,Divorced,3.7,2xonqknx@example.com
1011,36,No,1174,Sales,3,4,Marketing,1425,Female,99,2,2,Single,3.7,ejyhljbf@example.com
1012,31,Yes,667,Sales,1,4,Life Sciences,1427,Female,50,1,3,Single,3.7,mxrn7lyt@example.com
1013,30,No,855,Sales,7,4,Marketing,1428,Female,73,2,1,Divorced,3.7,6ssgbwme@example.com
1014,31,No,182,Research & Development,8,5,Life Sciences,1430,Female,93,4,2,Single,3.71,c747a6ig@example.com
1015,34,No,560,Research & Development,1,4,Other,1431,Male,91,1,1,Divorced,3.71,c7v3kdae@example.com
1016,31,Yes,202,Research & Development,8,3,Life Sciences,1433,Female,34,1,2,Single,3.71,l5siierm@example.com
1017,27,No,1377,Research & Development,11,1,Life Sciences,1434,Male,91,1,1,Married,3.71,y3vpl8fb@example.com
1018,36,No,172,Research & Development,4,4,Life Sciences,1435,Male,37,2,4,Single,3.71,5z3jdx2n@example.com
1019,36,No,329,Sales,16,4,Marketing,1436,Female,98,2,1,Married,3.72,wg51iam1@example.com
1020,47,No,465,Research & Development,1,3,Technical Degree,1438,Male,74,1,4,Married,3.72,1u9gmsop@example.com
1021,25,Yes,383,Sales,9,2,Life Sciences,1439,Male,68,1,1,Married,3.72,a88eo4b0@example.com
1022,37,No,1413,Research & Development,5,2,Technical Degree,1440,Male,84,1,3,Single,3.72,dyd3tw38@example.com
